       13728           1
         980        5494        5222
        1850        6592        3469
         968        3469        6592
        1476        6934        3618
        1477        6935        3619
        1209        6899        3618
        1210        6900        3619
        1967        3482        5362
         629        3858        6195
        2121        4808        4536
        2372        5016        4459
         314        4459        5016
        2373        5017        4460
         316        4460        5017
        2047        5149        4941
        2287        6134        5536
        1343        6462        3387
        1426        5526        3672
        1730        5540        5073
        1472        5720        3880
        2642        5450        4875
        1572        3923        6231
        1576        3413        5965
         296        6157        3396
         827        6123        3919
        1964        3919        6123
        1275        6392        3774
        2163        6098        4289
        2512        5445        5646
        1606        5646        5445
        1070        5941        3409
        1658        3548        5148
        3020        6690        5662
        1759        5662        6690
        2146        4295        5496
         920        5496        4295
        1604        5639        3478
        1102        3478        5639
         757        6780        5834
         637        6167        6120
         638        6168        6121
         303        5333        3492
        1431        6117        3404
        1432        6118        3405
         457        4727        3855
         724        3673        4950
         725        3674        4951
        1754        6270        5628
        1757        6271        5629
        1758        6272        5630
         470        4830        4161
        1674        4161        4830
        1675        4162        4831
         471        4831        4162
        2086        6887        5685
         757        5834        4516
         648        5236        3519
        2165        6549        6723
        2110        4888        5225
        1633        5225        4888
        1469        5226        3528
        1704        6226        6119
        1800        6325        3861
        1281        5898        3486
        1917        3486        5898
        1918        3487        5899
        1282        5899        3487
        1916        5901        3489
        1279        3488        5900
        1915        5900        3488
        1280        3489        5901
        1696        5504        4684
         444        4269        6215
        2127        6215        4269
        2128        6216        4270
         445        4270        6216
         577        3969        5393
        1476        6029        3731
         766        3732        6030
        2783        6000        4244
        2784        6001        4245
        1283        4904        3970
        2121        6967        3428
        2416        4990        3823
        2195        5207        3733
        1475        3828        5988
        2502        6160        6887
         649        3399        6648
         929        6992        6701
         456        4597        6007
        1553        4775        6683
        2523        7006        5320
        2524        7007        5321
         198         199        5180
         269         270        5179
          23          24        5181
          94          95        5182
         350        3860        5976
        1887        5976        3860
         352        3861        5977
        1889        5977        3861
         360        6927        6015
        1246        3431        5849
        1245        5850        3434
         932        4737        6263
         744        4637        5776
        1263        3401        6546
        1287        6620        3511
        2407        6369        4447
        1437        6756        3822
        1765        6269        3789
        1500        4441        4350
        1501        4442        4351
        1728        4169        5019
        1357        5019        4169
        1648        5695        4181
        1986        4181        5695
         306        4632        6200
        2350        6200        4632
         307        4633        6201
        2351        6201        4633
        1475        5988        3855
        2464        6294        4158
        2465        6295        4159
         843        3873        6807
        1756        6356        3418
         963        3418        6356
         392        6505        4326
         393        6506        4327
        2352        5710        4754
         943        4493        4666
        1959        4666        4493
        1628        5849        3431
        1631        3434        5850
        1247        3432        6670
        1487        3648        7009
        2530        6461        4108
        1622        5126        3595
        1623        5127        3596
        1620        3600        5129
        1618        5128        3597
        1621        3599        5130
        1619        5131        3598
        1617        3594        5133
        1616        3593        5132
        2192        4272        5135
        1273        5135        4272
         456        6007        3867
        1902        3867        6007
        1708        6075        3419
        1710        6076        3420
         386        5690        3545
         387        5691        3546
        2004        4010        6668
        2330        5386        3560
        1112        5540        3510
        1965        3740        6425
        1157        6425        3740
         494        3689        5012
        1455        5980        3607
         754        5810        4468
        2089        4468        5810
        1828        4154        6043
        2058        5106        3632
         395        4335        6538
        1570        5085        5104
        1571        5086        5105
        2060        5064        5779
        2836        6120        6167
        2837        6121        6168
        1196        6816        4001
        1772        4926        3965
        1771        4927        3964
        2168        3965        4926
        2169        3964        4927
        1770        3967        4925
        2167        4925        3967
        1879        6613        4546
        1876        6604        4545
        1662        3803        5200
         687        5200        3803
        1663        3804        5201
         688        5201        3804
        1822        3788        5847
        1248        5847        3788
        1862        3530        5324
        1863        3531        5325
         844        3662        5545
         845        3663        5546
        3527        5220        6024
        2740        3829        5895
        1426        3672        5067
        1502        3583        5688
         294        6243        6953
        3395        6953        6243
        2035        3879        6677
        1972        5379        4912
        1802        4227        5476
        1803        4228        5477
        1825        6227        3762
        1574        4038        5178
        3079        5607        4823
        1120        3931        4758
        1121        3932        4759
         399        6854        4446
        1942        5352        5775
        1962        3742        6429
         546        6429        3742
         547        6430        3743
        1963        3743        6430
        2377        3466        5742
        1801        6240        4290
         737        4889        6062
         699        5570        3498
        3457        4606        6233
         694        4946        3881
         695        4947        3883
         696        3882        4948
         697        3884        4949
         482        3481        6883
        1940        6883        3481
        1790        3474        6253
        1791        3473        6254
        1792        6251        3475
        1793        6252        3476
        1927        5548        6145
         690        4481        5036
        1851        5036        4481
        1100        3414        6869
        1101        3415        6870
        1197        6841        4002
        2919        6196        5968
         912        5968        6196
        1978        5893        3451
        2151        3419        6988
        2152        3420        6987
        2408        5717        5671
        2737        5699        3918
        1842        6649        3413
         243        4317        6465
         172        4318        6466
          50        6463        4315
         121        6464        4316
        1682        6891        4713
        1646        6444        3961
        2419        4109        6555
         833        5265        5728
        1991        6280        3423
         328        6931        3739
        2496        6417        6438
         851        6635        5055
        2653        5055        6635
         852        6636        5056
        2654        5056        6636
        1251        5923        3856
        1252        5924        3857
        2645        5999        3444
        1253        5932        3859
         462        5319        4885
         490        3468        5879
        1662        5879        3468
        3384        6913        4150
        2582        6132        5239
         704        5239        6132
        2583        6133        5240
         705        5240        6133
        1714        6183        3437
        2243        5865        6765
        1274        4658        4148
        2108        4148        4658
        1271        4156        4674
        1272        4157        4675
        2111        4674        4156
        2112        4675        4157
        1242        5400        3544
        1426        4516        4340
        2584        6137        5246
         707        5246        6137
        1727        3588        5921
        2340        6197        4907
        2341        6198        4908
         824        6210        4429
        2206        4429        6210
         811        5465        4354
         910        6950        5640
        1815        3538        6539
         487        4043        4888
        1633        4888        4043
        1928        4957        4706
        1665        4706        4957
        1929        4958        4707
        1666        4707        4958
        2475        6282        4244
        2476        6283        4245
        1567        4216        4591
         317        5946        3762
        1825        3762        5946
        1502        6976        3583
         518        5113        6892
         579        6395        3917
        1988        3917        6395
        2526        4275        6898
         754        6673        5810
         346        5292        6330
         347        5293        6331
        2121        3428        6450
         895        6089        5413
        2615        5413        6089
        2232        4512        4575
        2218        4629        6786
        2220        4630        6787
        2222        4631        6788
         337        5537        4235
        1896        4235        5537
         834        4511        6765
        2268        3560        5386
        1338        5441        3551
        1399        5461        3544
        1150        3429        6928
        1151        3430        6929
        2189        4326        6505
        2190        4327        6506
        1555        5539        3566
        1769        3966        5001
        2166        5001        3966
        2728        5983        3844
        1582        5199        5378
        1383        3525        6207
        2350        4632        4813
        2351        4633        4814
        1500        4350        6018
        1433        5327        6542
        1766        3505        5645
        1593        5078        3990
        1594        5079        3991
        2813        6739        4111
        2267        5378        5199
        1703        4369        5368
        1629        6670        3432
        1629        3562        5415
        1628        3561        5414
        1631        5417        3564
        1630        5416        3563
        2272        4983        3805
        2273        4984        3806
           7           8        5466
          78          79        5467
         285         286        5468
         214         215        5469
         149         150        5471
         220         221        5470
          72          73        5473
         143         144        5472
        2480        6708        4859
         416        5804        5594
         417        5805        5595
        2573        4268        6345
        1769        5936        5676
        2582        6698        6872
        2583        6699        6873
         674        3524        5596
        3207        6847        3773
        2247        5981        4690
         361        5980        3471
         379        4415        5527
        1968        5527        4415
        1435        3867        4922
        1436        3868        4923
        2007        6593        6550
         453        6485        4205
        1301        3695        5554
        1978        3451        6235
         664        4030        5877
         170         171        7004
         241         242        7003
         122         123        7001
          51          52        7002
        1933        5377        5922
        1190        6679        3604
        1823        3816        5928
         327        5928        3816
         577        4020        5344
        1735        5344        4020
        2193        6538        4335
        1571        5084        4508
        1193        5125        5547
        2296        5547        5125
        2077        4028        5147
         319        4140        5409
        1798        6427        3509
         744        4819        6554
        2936        4702        6324
        1233        5328        3647
        2032        5494        4810
        2031        5492        4809
        2034        5495        4812
        2033        5493        4811
        1194        4000        6968
        2187        5020        4185
        1516        4355        5964
        1357        3829        5019
        1551        3649        5581
         789        4849        6811
         790        4850        6812
        2638        6031        3545
        2639        6032        3546
         757        4989        6780
         985        5918        4365
        2046        4365        5918
         343        3491        5913
        1510        3881        4946
        1512        3883        4947
        1511        4948        3882
        1513        4949        3884
         557        4340        6449
        1554        6647        4661
         422        6948        5345
         997        6112        3977
         634        5405        5775
         832        4081        6206
        1401        4468        4789
         331        3566        5539
         687        4857        4663
        1906        4605        5027
         737        5027        4605
        1587        3909        5606
        2130        3463        6936
        1249        6138        4212
        2037        4212        6138
         810        3601        6658
        1964        6123        3480
         311        3452        6653
         817        5550        6627
        2791        6060        3722
        1960        6114        5103
         882        3788        6426
        1276        6880        4300
        1277        6881        4301
        1278        6882        4302
        1501        3579        5700
        2031        6218        5492
        2034        6221        5495
        2033        6220        5493
        1448        3641        5393
        1251        4009        5923
        1252        4010        5924
        1253        4011        5932
        2818        5418        6710
        1936        6710        5418
        1937        6711        5419
        2819        5419        6711
         690        5411        4628
        1713        4069        6196
        2129        3462        6843
         257         258        6177
         186         187        6176
          35          36        6175
         106         107        6174
        2046        6767        3844
         823        3844        6767
        1484        4860        4020
        1751        3970        4904
        1554        4737        6647
        1410        6130        4167
        1411        6131        4168
        1608        5747        4881
        2356        4863        6029
         765        6029        4863
         251         252        6475
         180         181        6476
         112         113        6474
          41          42        6473
        2332        5973        6384
        2333        6385        5971
        2334        6386        5972
        2713        6622        3833
        1734        6150        3976
         419        3752        6135
        1142        3530        5734
        1143        3531        5735
        1456        4676        5860
        1458        4237        4690
        1944        5698        6327
        1609        4899        4086
         295        4086        4899
        1177        3464        6593
        2015        6758        5842
        1544        5405        3749
        1942        4294        5673
         812        5673        4294
        3004        6949        4019
         636        4902        4653
         564        3698        6686
         565        3699        6687
        2235        5882        4761
        1506        4761        5882
        1507        4762        5883
        2236        5883        4762
        2440        4108        6461
        2104        4261        6358
         753        6358        4261
        2103        4260        6357
         752        6357        4260
        2232        6250        4512
         792        4512        6250
        4367        6993        6184
        2951        6002        6427
         493        6427        6002
         796        4867        4026
        1949        3783        6737
         719        3982        5882
         721        3983        5883
         403        3679        5369
         404        3680        5370
        2016        3466        6856
         251        6475        3561
         180        6476        3562
         113        3564        6474
          42        3563        6473
        1608        4770        5747
        2107        4101        4802
        1933        4705        5074
        1734        5074        4705
        1897        6531        4544
         660        6117        4104
         661        6118        4105
        1726        5611        3587
        2601        6020        5537
        1896        5537        6020
         985        5057        4323
        1750        4323        5057
        1845        5577        6571
        1846        5578        6572
         754        4900        6673
        1688        6051        3517
         692        3517        6051
         693        3518        6052
        1689        6052        3518
        1298        6998        3472
        2202        6618        6232
         640        3626        5675
        1657        5675        3626
        1906        5092        5054
         465        5440        3684
        1655        5613        3601
        2367        6779        6459
         717        5072        4447
        1823        4447        5072
         666        3954        4986
         194         195        6172
         265         266        6171
          27          28        6170
          98          99        6169
        2031        6500        6218
        2033        6501        6220
        2034        6502        6221
        2026        4942        4943
        1537        4943        4942
        1629        5702        3562
        1628        5701        3561
        1631        3564        5704
        1630        3563        5703
        1517        4387        6888
        1834        3491        6652
         343        6652        3491
        1502        4247        6594
         399        6946        3779
         619        4149        4795
        2323        6533        4537
         894        4537        6533
         601        5108        3839
         573        3490        6343
        1517        3775        6769
        2590        6542        5327
        1786        6479        5175
         315        6432        3726
        1893        3726        6432
        1836        5961        6766
        1186        4790        4348
        2067        4348        4790
        2068        4349        4791
        1187        4791        4349
        1919        6907        3509
        1073        3509        6907
         711        3571        5716
        1711        4596        4777
        1797        4777        4596
         653        5260        3746
        1750        6205        4323
        1493        3968        5009
        1952        6606        3741
        1195        3741        6606
        2489        3684        5440
         560        3591        5679
         561        3592        5680
         673        6360        3630
        1830        3630        6360
        1178        5688        3583
        1551        5581        3728
        1154        3482        6665
         713        3773        6847
        1399        4575        4512
        1523        5754        3950
        1795        3921        5902
        1796        3922        5903
         624        3912        5811
         625        3913        5812
        2437        6362        3955
        1913        3955        6362
        2384        3501        6258
        1598        4753        4236
         641        5581        3649
        1118        4741        4242
        1402        3992        4991
        1403        3993        4992
        1405        4993        3996
        1407        3999        4994
         340        4142        5522
         341        4143        5523
         411        5963        5009
         719        5085        4273
         721        5086        4274
         659        4287        5779
         377        5671        5717
        1219        3606        5687
         354        5392        3721
         850        4552        6580
        1874        3506        6206
        1928        4706        4360
         543        4360        4706
         544        4361        4707
        1929        4707        4361
        1304        4258        6400
        1305        4259        6401
        1805        3527        6024
         834        6749        6098
          82          83        6411
          11          12        6410
         153         154        6409
         224         225        6407
         281         282        6406
         210         211        6408
         139         140        6405
          68          69        6404
         671        6359        3642
        1829        3642        6359
         394        4101        6709
        2107        6709        4101
        1562        5149        4093
        1379        4171        5110
        1380        4172        5111
        2002        6731        4858
         434        5112        6550
        1832        5241        3796
        1833        3798        5242
        1835        3799        5243
        1019        3717        5458
        1020        3718        5459
        1012        5551        5590
        2436        5590        5551
        1013        5552        5591
        2437        5591        5552
        1945        3511        6371
         694        4198        4946
         695        4199        4947
         696        4948        4200
         697        4949        4201
        1987        6894        4583
        1969        5277        3791
        1970        5278        3792
        2943        6766        5961
        1366        4205        6485
        1504        4849        4173
        1505        4850        4174
         730        6620        4883
        1685        5300        6671
        2720        6671        5300
         632        3747        6579
        1302        3502        6519
        1234        6795        3645
        2038        5594        3670
        2039        5595        3671
        1757        3555        6271
        1758        3556        6272
         964        6271        3555
         965        6272        3556
        1502        6594        4364
        1296        6237        4061
        1679        4441        5040
        1680        4442        5041
        1178        3583        5999
        1256        5839        3584
         335        6891        5285
        2564        5785        3703
        2578        4805        6645
        2579        4806        6646
        1582        5378        3755
        1484        5317        4662
        1470        5134        3919
        1522        5554        3695
         819        4282        4881
        2096        6449        4340
         297        4094        4988
        1624        4988        4094
         594        6122        3535
        1933        5922        4705
        1578        6447        3507
        1579        6448        3508
         689        4230        5958
         801        6861        3499
        1437        6602        4196
         789        5662        3948
        1759        3948        5662
         658        3755        5378
        1189        6678        3677
        2404        4207        4934
        1644        3560        5979
         426        6723        3501
         786        5993        5035
         785        5992        5034
         783        5032        5991
         784        5033        5990
        1962        6595        3827
         821        3827        6595
        1963        6596        3828
         822        3828        6596
         127         128        6499
          56          57        6498
         236         237        6497
         165         166        6496
        2850        4178        6858
        2553        6550        5112
         634        3749        5405
         685        4721        5669
         685        5669        5755
         847        4443        6235
        2751        3742        5875
        2752        3743        5876
        2754        5908        3740
        2180        6777        4197
         301        4197        6777
        1893        3516        6589
        1556        6328        3818
        1557        6329        3819
        1897        4363        5571
         489        5571        4363
        1686        3737        5694
         817        3605        5927
        1572        6231        4560
         434        4050        5112
        1270        5423        4029
        1705        4029        5423
         254         255        6190
         183         184        6191
          38          39        6192
         109         110        6193
         416        6826        5169
         417        6827        5170
        1246        5849        3652
        1245        3653        5850
        1360        4183        5277
        1361        4184        5278
        2446        7008        5787
         679        4296        5212
        1822        6426        3788
        1960        5114        6202
        1500        6018        4877
         747        5060        6376
         334        6722        4005
        2048        4005        6722
        1888        5479        5159
         711        5101        5368
        2132        5368        5101
        1442        3842        5345
         558        4789        6486
        1439        5411        3800
        1389        4876        5255
         401        5902        3921
         402        5903        3922
        2761        4446        6854
        1443        4144        5682
         618        4981        4151
        1149        3666        6513
        1842        6513        3666
        1337        6332        3550
         825        4753        6738
        1211        5952        3662
        1212        5953        3663
        1794        5596        4788
        1620        3713        5657
        1621        3714        5658
        1622        5659        3715
        1623        5660        3716
        1653        4738        5755
         486        6897        5435
         765        6710        3731
        1936        3731        6710
        1937        3732        6711
         766        6711        3732
         834        4842        6749
         715        3833        6622
         675        5065        6629
        2564        6629        5065
        1209        3618        6031
        1210        3619        6032
        1299        5530        4246
        1837        4246        5530
        1941        5560        4483
         328        4483        5560
         391        3906        5309
        1757        6374        3555
        1758        6375        3556
        1972        4912        4226
        1708        4192        6075
        1710        4193        6076
         709        5921        4652
         865        6492        4373
        2099        5616        6926
        1284        6737        3783
        1987        3672        6894
         386        3951        5690
         387        3952        5691
        1608        4881        4282
        2202        6232        5090
        1754        4584        6270
        1854        4426        6433
        1581        5112        4050
        2789        4316        5088
        1559        5088        4316
        2788        4315        5087
        1558        5087        4315
         912        5753        6842
        1614        4715        6353
        1615        4716        6354
        1542        3601        6579
        1959        5736        4982
         925        6791        4544
        1951        4000        5193
        1953        5192        4001
        1954        5194        4002
        2358        4373        6136
        1678        5440        4920
          45          46        6534
         116         117        6535
         176         177        6536
         247         248        6537
         688        5695        4664
        1751        5714        3970
         799        3970        5714
        3109        5812        5814
        1591        5814        5812
        3108        5811        5813
        1590        5813        5811
        1570        5188        4507
        1636        5514        3807
        1638        3808        5515
        1637        5516        3812
        1639        5518        3811
        1640        3809        5517
        1642        3810        5520
        1643        3814        5521
        1641        5519        3813
        2844        5633        6754
        2019        5039        4768
        2021        4769        5037
        2022        4770        5038
        1764        6754        5633
        1194        6968        3675
         383        3676        6969
         663        6879        3987
        2407        3703        5785
         718        5188        4264
        1668        3662        5952
        1669        3663        5953
        1607        4769        5746
         826        4216        5934
        2363        6473        3563
        2364        6474        3564
        2366        3562        6476
        2365        3561        6475
        1222        3846        6342
        1552        4896        4895
        2037        4895        4896
          32          33        6693
         103         104        6692
         260         261        6695
         189         190        6694
        1366        6485        4444
        2198        5100        4834
         616        4834        5100
        2898        3815        6996
        1988        3852        5490
        1149        6513        3570
         408        3570        6514
        2126        6684        5067
        1359        5742        4185
        1388        4718        4719
        2743        4719        4718
        1607        5746        4807
        1939        5716        5460
        2089        4789        4468
        1577        6480        3863
        1516        4885        4355
         892        6336        6185
        1705        5412        4029
         885        4029        5412
         483        4093        5149
        2046        5918        6767
        1087        5059        4858
        2002        4858        5059
        1897        5571        6531
        1581        4537        6080
        1394        4040        5223
        1395        4041        5224
        1587        5606        4306
         577        5344        3969
         346        6330        3624
         347        6331        3625
         630        5705        3866
         511        5320        7006
         512        5321        7007
        2187        6248        5020
        2544        5538        5061
         719        4589        5085
         721        4590        5086
        1814        3691        5963
        1846        3580        6552
        1845        3581        6551
        1847        3582        6553
        1989        6416        6457
        1990        6417        6458
        1149        3570        6677
        2574        4853        6924
         388        6924        4853
        1198        5615        6590
        2736        6590        5615
        1583        5011        5010
        2030        5010        5011
         750        4937        4680
        1870        4680        4937
        1871        4681        4938
         751        4938        4681
         752        4682        4939
        1872        4939        4682
         753        4683        4940
        1873        4940        4683
         832        6206        6024
         305        5183        4091
        2674        6342        3628
        1609        4087        5592
        2730        6238        5902
        1795        5902        6238
        2731        6239        5903
        1796        5903        6239
        2706        4656        5554
        2375        4704        6600
         433        6600        4704
        2374        4703        6601
         432        6601        4703
        2289        6572        5578
        2288        6571        5577
        2408        5671        3873
        1827        6516        3794
        1910        4194        5254
         752        3637        6357
         753        3638        6358
        1485        4952        4748
         747        6376        6020
        2901        5543        4820
        2026        4943        5302
         742        5302        4943
        1743        4868        5027
        1906        5027        4868
        1223        3797        6293
        1834        6293        3797
        1791        5512        5960
        2479        5960        5512
         577        5317        4020
         670        6576        3608
        1624        4095        5597
        1989        6355        6416
        2017        6532        6016
        1387        3961        6444
        2473        6999        4219
        2146        5060        5610
        1821        5610        5060
        1647        3924        5733
        2141        4374        6989
         866        6582        5951
        1542        6658        3601
         846        6676        6461
         817        6627        3605
        1291        4326        5070
        1292        4327        5071
        1748        5054        5092
        1377        5568        3887
         583        4356        5043
        1693        5043        4356
        2582        6872        4319
        2583        6873        4320
         865        6581        5956
        1577        6153        4362
        1219        6911        3576
         847        6235        6822
         469        4510        6696
        2278        6696        4510
        1437        3780        5774
        1223        5789        3765
        1224        3766        5790
        1225        3767        5791
         699        4536        4808
        1112        6078        5540
        1350        5268        4352
        1551        5257        4562
         898        3659        6294
         899        3660        6295
         681        5712        4128
         682        5713        4129
        1853        6026        4063
         919        4063        6026
        1855        6027        4065
         921        4065        6027
        1856        6028        4066
         922        4066        6028
        1456        4321        5025
         589        3583        6976
         314        5586        3895
        1898        5649        4873
        1899        5650        4874
        2122        4873        5649
        2123        4874        5650
         631        5830        3961
        1158        5875        3742
        1159        5876        3743
         826        5483        4216
         571        6136        3695
        2006        4988        4989
        1624        4989        4988
        2899        3885        6889
        1157        3740        5908
         918        5232        5593
        2226        5593        5232
        1659        5451        4025
         666        5498        3954
         915        4450        5919
         916        4451        5920
         673        6762        6360
        3131        6360        6762
         401        5040        4441
         402        5041        4442
        1230        6457        3654
        1231        6458        3655
         770        5696        6540
         771        5697        6541
         767        5606        5063
         749        6798        5994
        1592        4109        6053
        1614        6353        5068
        1615        6354        5069
         864        6094        3753
        1294        5082        4335
        1609        4900        4899
        1973        4899        4900
        1724        6897        5481
        2143        6939        6983
         343        3942        6652
        1654        4954        6871
        1519        4383        6481
         898        6402        3659
         899        6403        3660
        1473        5731        3834
         354        3627        6739
        1714        4165        5428
        1357        5428        4165
        1476        3618        6899
        1477        3619        6900
        2057        5573        4897
        1900        4897        5573
        2058        5574        4898
        1901        4898        5574
        1728        5382        4026
         371        4031        5377
         386        3618        6934
         387        3619        6935
        1938        5568        5586
        2551        5117        6619
         671        6778        6359
        3130        6359        6778
         423        5105        5752
        1387        4918        4469
        1570        4273        5085
        1571        4274        5086
         707        6137        3872
        1812        3872        6137
         704        6132        3874
        1810        3874        6132
        1811        3875        6133
         705        6133        3875
        2475        5169        6826
        2476        5170        6827
         749        5015        6798
         765        3731        6029
        1477        6030        3732
         675        4375        5065
        1693        5065        4375
        2326        3641        6661
        1434        3956        5558
        1553        4022        5528
        1799        3986        6477
         617        3737        6363
        1645        3866        5705
         513        6728        4751
        1853        5202        6482
        1855        5203        6483
        1856        5204        6484
        2210        4854        5078
         595        5078        4854
        2211        4855        5079
         597        5079        4855
         666        6344        4170
        2171        6601        5233
        2172        6600        5234
        1989        4700        6355
         985        4365        5057
        2217        5057        4365
        1018        5504        4714
        3027        6555        4109
        1503        5322        4482
        1673        5015        4378
        1495        4763        5601
        1496        4764        5602
        3377        4728        6978
         771        3632        6886
         295        4179        5208
         297        4180        5209
        2206        6210        3907
         895        4368        6275
        2824        5952        5195
        2825        5953        5196
        1152        3631        6937
         385        6938        3631
        1990        4325        5171
         506        4492        5095
        1768        5095        4492
        1453        4813        4632
        1454        4814        4633
        2189        5070        4326
        2190        5071        4327
        1481        5107        5599
        2500        5599        5107
        1972        5576        5379
        3199        6387        6907
        1073        6907        6387
        3462        4465        6843
         712        3835        6340
         714        3836        6341
         858        4025        5451
        1649        4424        5643
         589        3683        6437
         463        3880        5720
        2459        5540        6078
        2144        5245        6186
        1393        5142        4263
        2275        4725        4901
        1161        4901        4725
        1645        5282        5283
        2196        5283        5282
        2102        6364        3937
         718        4507        5188
        2719        4364        6594
        1657        5553        3988
        2350        4121        5365
         794        5365        4121
         795        5366        4122
        2351        4122        5366
         711        5368        4369
        1795        3824        5885
        1796        3825        5886
         384        6905        3643
        1153        3643        6904
        2193        4335        5082
         728        6431        3690
        1625        6451        4070
        1626        6452        4071
        1627        6453        4072
         388        3644        6924
        1552        4195        5357
        1749        5311        4339
         409        4339        5311
        2811        6607        5324
        2812        6608        5325
         382        3675        6605
        1195        6606        3676
        2291        5580        5861
        2704        4822        6983
         634        3934        5897
        1737        5897        3934
        2369        5058        6219
        2032        6219        5058
         265        6171        3891
         194        6172        3892
          28        3889        6170
          99        3890        6169
         793        6246        4924
         587        7009        3648
        1568        4216        5483
        1942        4123        5352
         311        6887        6160
        2462        4839        6053
        1654        6871        5177
        3378        4729        7009
        2495        6355        4733
        1247        6670        3862
         886        6565        6740
        2064        5085        4589
        2065        5086        4590
        3178        6737        4910
